epoch,step,train_loss,val_loss
31,2109,130.19190979003906,
31,2111,,132.19696044921875
32,2119,133.6085662841797,
32,2129,133.34347534179688,
32,2139,130.8061065673828,
32,2149,127.63047790527344,
32,2159,131.89366149902344,
32,2169,130.7673797607422,
32,2177,,131.69430541992188
33,2179,134.64158630371094,
33,2189,132.9971923828125,
33,2199,130.741455078125,
33,2209,125.54096984863281,
33,2219,132.98855590820312,
33,2229,129.27786254882812,
33,2239,131.28627014160156,
33,2243,,131.38458251953125
34,2249,132.31044006347656,
34,2259,133.35934448242188,
34,2269,128.41943359375,
34,2279,125.4333724975586,
34,2289,129.0288848876953,
34,2299,131.4931182861328,
34,2309,128.70516967773438,
34,2309,,131.1314239501953
35,2319,130.01385498046875,
35,2329,133.32835388183594,
35,2339,131.4668426513672,
35,2349,127.31842041015625,
35,2359,126.70516967773438,
35,2369,126.63903045654297,
35,2375,,130.98255920410156
36,2379,130.4451141357422,
36,2389,132.33340454101562,
36,2399,130.91453552246094,
36,2409,132.0982666015625,
36,2419,129.8077392578125,
36,2429,128.52255249023438,
36,2439,132.37997436523438,
36,2441,,130.74722290039062
37,2449,127.38014221191406,
37,2459,129.49151611328125,
37,2469,130.40928649902344,
37,2479,132.20465087890625,
37,2489,129.70761108398438,
37,2499,128.1068878173828,
37,2507,,130.38995361328125
38,2509,126.13877868652344,
38,2519,126.74577331542969,
38,2529,126.66204833984375,
38,2539,129.07839965820312,
38,2549,128.6352996826172,
38,2559,125.97232055664062,
38,2569,131.18954467773438,
38,2573,,129.9959259033203
39,2579,124.59490203857422,
39,2589,134.09544372558594,
39,2599,129.70343017578125,
39,2609,127.77167510986328,
39,2619,125.5830307006836,
39,2629,129.77545166015625,
39,2639,127.19851684570312,
39,2639,,129.4800567626953
40,2649,127.51185607910156,
40,2659,126.38912963867188,
40,2669,123.57137298583984,
40,2679,128.599365234375,
40,2689,134.7974395751953,
40,2699,126.9178466796875,
40,2705,,129.19387817382812
41,2709,133.62258911132812,
41,2719,124.69148254394531,
41,2729,122.31336212158203,
41,2739,129.92784118652344,
41,2749,125.40959167480469,
41,2759,127.81179809570312,
41,2769,126.0780029296875,
41,2771,,128.93450927734375
42,2779,127.23684692382812,
42,2789,128.9568634033203,
42,2799,130.08767700195312,
42,2809,124.37364196777344,
42,2819,129.2450714111328,
42,2829,127.36824798583984,
42,2837,,128.8045654296875
43,2839,125.15625762939453,
43,2849,125.38384246826172,
43,2859,127.92493438720703,
43,2869,127.48817443847656,
43,2879,129.339111328125,
43,2889,125.87267303466797,
43,2899,126.42748260498047,
43,2903,,128.51052856445312
44,2909,126.87074279785156,
44,2919,126.53483581542969,
44,2929,129.15188598632812,
44,2939,127.75853729248047,
44,2949,128.25372314453125,
44,2959,128.78858947753906,
44,2969,125.72706604003906,
44,2969,,128.29176330566406
45,2979,125.56273651123047,
45,2989,126.5289077758789,
45,2999,127.30494689941406,
45,3009,127.05184173583984,
45,3019,127.50814056396484,
45,3029,126.67189025878906,
45,3035,,127.99984741210938
46,3039,123.94223022460938,
46,3049,123.57229614257812,
46,3059,125.6963119506836,
46,3069,128.28834533691406,
46,3079,123.36548614501953,
46,3089,125.92878723144531,
46,3099,126.41043853759766,
46,3101,,127.69361877441406
47,3109,127.32520294189453,
47,3119,126.36927032470703,
47,3129,128.4836883544922,
47,3139,123.40267181396484,
47,3149,125.05936431884766,
47,3159,121.59667205810547,
47,3167,,127.57974243164062
48,3169,123.9828872680664,
48,3179,123.80512237548828,
48,3189,125.42438507080078,
48,3199,128.63076782226562,
48,3209,124.71866607666016,
48,3219,127.83795166015625,
48,3229,125.85395050048828,
48,3233,,127.41996002197266
49,3239,127.24809265136719,
49,3249,122.65509033203125,
49,3259,128.06285095214844,
49,3269,119.55409240722656,
49,3279,123.87429809570312,
49,3289,126.56134033203125,
49,3299,125.85235595703125,
49,3299,,127.32292938232422
